id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V1206,España,46,M,Iquitos,Loreto,,,1302.52,Barco
V1207,Ecuador,,M,Chan Chan,La Libertad,NA,10,,Auto
V1208,Ecuador,,F,Valle del Colca,Arequipa,NA,3,4024.31,Bus
V1209,México,,M,Machu Picchu,Cusco,,5,4938.37,Avión
V1210,Colombia,,M,Centro Histórico,Lima,NA,,,Auto
V1211,Argentina,35,F,Centro Histórico,Lima,,2,,Tren
V1212,México,,,Chan Chan,La Libertad,,,,
V1213,Francia,40,O,Valle del Colca,Arequipa,,,,Barco
V1214,Perú,,,Centro Histórico,Lima,,,3824.48,Tren
V1215,Perú,63,F,Chan Chan,La Libertad,NA,11,4476.51,Avión
V1216,Brasil,69,,Centro Histórico,Lima,2025-02-15,,3288.56,Avión
V1217,Brasil,30,M,Lago Titicaca,Puno,NA,,3130.42,
V1218,Perú,,,Iquitos,Loreto,,11,2224.77,Avión
V1219,Colombia,,,Chan Chan,La Libertad,2024-03-27,,,Auto
V1220,Perú,25,F,Iquitos,Loreto,NA,,,NA
V1221,México,,,Centro Histórico,Lima,2025-01-08,,356.33,NA
V1222,Colombia,51,,Iquitos,Loreto,2024-10-21,,,Barco
V1223,Argentina,,M,Miraflores,Lima,2025-05-06,,2531.51,Avión
V1224,Perú,71,,Huacachina,Ica,2025-10-15,,2611.81,
V1225,España,,F,Huacachina,Ica,,2,,Barco
V1226,Ecuador,,,Centro Histórico,Lima,,,4971.84,Tren
V1227,Perú,27,,Huacachina,Ica,2025-02-08,,,Barco
V1228,Perú,74,,Iquitos,Loreto,,3,,
V1229,Colombia,41,F,Lago Titicaca,Puno,2025-06-03,,529.45,Tren
V1230,México,,F,Machu Picchu,Cusco,2025-01-26,3,,Bus
V1231,Perú,30,,Iquitos,Loreto,,,,Barco
V1232,Colombia,,,Machu Picchu,Cusco,,,1060.26,NA
V1233,Argentina,,,Valle del Colca,Arequipa,,9,,Avión
V1234,México,,M,Valle del Colca,Arequipa,NA,14,,Auto
V1235,México,36,,Miraflores,Lima,,,3746.6,Avión
V1236,Perú,32,F,Valle del Colca,Arequipa,,,,Auto
V1237,Francia,26,,Huacachina,Ica,NA,12,3757.84,Avión
V1238,Colombia,63,O,Machu Picchu,Cusco,NA,,4343.92,Avión
V1239,Colombia,,,Chan Chan,La Libertad,NA,12,,NA
V1240,Chile,,O,Lago Titicaca,Puno,2025-03-12,9,,Barco
V1241,México,,O,Huacachina,Ica,NA,10,,
V1242,Colombia,,,Cusco Ciudad,Cusco,,,3874.48,Auto
V1243,Argentina,,,Lago Titicaca,Puno,,,,Auto
V1244,Ecuador,,,Iquitos,Loreto,2024-07-11,5,2128.45,Avión
V1245,México,,O,Miraflores,Lima,NA,,,Barco
V1246,Colombia,,F,Miraflores,Lima,2025-12-05,,,Avión
V1247,Perú,,M,Machu Picchu,Cusco,NA,8,,Avión
V1248,España,,M,Cusco Ciudad,Cusco,NA,,,Tren
V1249,Perú,,,Centro Histórico,Lima,2024-04-01,7,545.99,Auto
V1250,Ecuador,,O,Centro Histórico,Lima,NA,10,1051.49,NA
V1251,Colombia,62,,Valle del Colca,Arequipa,NA,,,
V1252,Colombia,65,M,Huacachina,Ica,,,,
V1253,Colombia,,,Valle del Colca,Arequipa,,,97.35,Bus
V1254,Perú,21,,Chan Chan,La Libertad,2025-10-23,,,NA
V1255,Perú,28,,Chan Chan,La Libertad,,10,,Tren
V1256,México,,,Chan Chan,La Libertad,2024-08-16,,,Auto
V1257,USA,,O,Lago Titicaca,Puno,2025-01-10,,2484.4,Barco
V1258,Perú,,F,Lago Titicaca,Puno,,,4786.17,Avión
V1259,México,,F,Valle del Colca,Arequipa,2025-07-23,,,Barco
V1260,Perú,,,Cusco Ciudad,Cusco,2025-05-28,,,NA
V1261,Perú,,F,Iquitos,Loreto,2025-10-14,,,
V1262,Perú,,,Miraflores,Lima,NA,,,Auto
V1263,Chile,,O,Iquitos,Loreto,2024-10-27,11,,Bus
V1264,Perú,22,M,Chan Chan,La Libertad,NA,,3680.18,Auto
V1265,USA,,,Chan Chan,La Libertad,NA,9,,
V1266,Perú,,,Miraflores,Lima,,,,Auto
V1267,España,63,,Cusco Ciudad,Cusco,,14,2530.6,Tren
V1268,Perú,,,Miraflores,Lima,,8,2416.58,
V1269,Perú,,O,Lago Titicaca,Puno,NA,,629.21,Bus
V1270,Chile,28,F,Machu Picchu,Cusco,,,,Barco
V1271,USA,,F,Valle del Colca,Arequipa,,4,1710.57,Avión
V1272,Perú,,,Lago Titicaca,Puno,2024-03-01,1,573.8,Avión
V1273,Colombia,51,F,Huacachina,Ica,NA,,960.38,Avión
V1274,Argentina,40,,Chan Chan,La Libertad,,5,4208.98,Avión
V1275,Colombia,,,Miraflores,Lima,NA,9,2151.04,Tren
V1276,Perú,20,,Miraflores,Lima,NA,9,178.35,NA
V1277,Perú,26,M,Valle del Colca,Arequipa,2025-12-31,,1901.91,Tren
V1278,Perú,37,O,Lago Titicaca,Puno,2025-07-31,7,,NA
V1279,USA,,F,Machu Picchu,Cusco,2025-04-30,,1294.46,Barco
V1280,Ecuador,,,Valle del Colca,Arequipa,,12,2647.75,Barco
V1281,Colombia,,F,Iquitos,Loreto,,,4267.07,
V1282,Perú,,M,Lago Titicaca,Puno,NA,7,4089.2,Avión
V1283,Ecuador,,,Centro Histórico,Lima,2025-05-19,7,,
V1284,Perú,,F,Lago Titicaca,Puno,,,,Avión
V1285,Bolivia,23,F,Centro Histórico,Lima,,13,2047.72,NA
V1286,Bolivia,,O,Iquitos,Loreto,2025-07-21,,,NA
V1287,Ecuador,52,F,Huacachina,Ica,NA,11,269.76,NA
V1288,México,20,M,Valle del Colca,Arequipa,2025-12-29,,,NA
V1289,Argentina,,O,Chan Chan,La Libertad,NA,,4826.8,Avión
V1290,Colombia,32,,Iquitos,Loreto,2024-01-02,13,,
V1291,Francia,50,,Valle del Colca,Arequipa,2025-06-10,,1480.04,NA
V1292,Argentina,,O,Machu Picchu,Cusco,2024-06-02,8,,Barco
V1293,Perú,57,F,Chan Chan,La Libertad,,11,3025.55,Barco
V1294,Colombia,,F,Machu Picchu,Cusco,NA,,3638.27,Bus
V1295,Argentina,48,F,Iquitos,Loreto,NA,,,
V1296,Francia,,,Cusco Ciudad,Cusco,NA,2,2055.54,
V1297,Brasil,,O,Iquitos,Loreto,NA,,,Barco
V1298,USA,,M,Miraflores,Lima,NA,,,Auto
V1299,Perú,,,Iquitos,Loreto,2024-06-04,7,1882.38,Tren
V1300,Colombia,,,Huacachina,Ica,2024-06-16,,4083.91,NA
V1301,Argentina,,,Valle del Colca,Arequipa,2024-12-29,4,296.82,Auto
V1302,Colombia,63,F,Centro Histórico,Lima,,1,2804.61,Bus
V1303,Colombia,56,M,Iquitos,Loreto,,,1877.42,Barco
V1304,Bolivia,64,F,Cusco Ciudad,Cusco,NA,8,,Avión
V1305,México,48,M,Lago Titicaca,Puno,NA,,,Barco
V1306,Colombia,41,,Iquitos,Loreto,2024-01-07,4,1064.61,Bus
V1307,Colombia,70,O,Cusco Ciudad,Cusco,NA,,,
V1308,Perú,,O,Machu Picchu,Cusco,2025-08-21,,,Avión
V1309,Perú,,F,Centro Histórico,Lima,2025-05-01,,669.13,Avión
V1310,Colombia,65,,Valle del Colca,Arequipa,,,,Tren
V1311,Chile,53,,Miraflores,Lima,,2,,Barco
V1312,Perú,,,Huacachina,Ica,,,2592.68,
V1313,Perú,74,F,Lago Titicaca,Puno,2024-06-21,,,NA
V1314,Colombia,,O,Chan Chan,La Libertad,NA,4,2002.3,Auto
V1315,México,73,F,Iquitos,Loreto,2024-10-22,,,Auto
V1316,Francia,,,Miraflores,Lima,NA,5,,
V1317,Ecuador,46,,Lago Titicaca,Puno,,,,NA
V1318,Chile,,,Machu Picchu,Cusco,NA,,1645.83,Avión
V1319,Chile,55,F,Miraflores,Lima,,,900.97,Bus
V1320,México,,,Iquitos,Loreto,NA,10,2570.49,Bus
V1321,Perú,,O,Chan Chan,La Libertad,NA,4,,Tren
V1322,Alemania,66,,Lago Titicaca,Puno,,13,,
V1323,Colombia,,M,Lago Titicaca,Puno,2024-05-11,9,2701.16,Avión
V1324,Chile,,,Lago Titicaca,Puno,,13,,NA
V1325,Bolivia,,,Chan Chan,La Libertad,2025-11-04,,2566.43,Tren
V1326,Colombia,,,Iquitos,Loreto,NA,8,3234.5,NA
V1327,México,,,Chan Chan,La Libertad,NA,,2050.64,NA
V1328,México,39,F,Miraflores,Lima,,10,1815.07,NA
V1329,Perú,25,M,Valle del Colca,Arequipa,2025-09-18,5,,
V1330,México,,O,Lago Titicaca,Puno,2025-12-10,,,Avión
V1331,USA,,M,Centro Histórico,Lima,,,704.24,Avión
V1332,Brasil,,,Centro Histórico,Lima,2024-04-25,10,,Auto
V1333,Ecuador,46,O,Miraflores,Lima,,3,,Avión
V1334,Colombia,22,,Miraflores,Lima,2024-12-14,5,,NA
V1335,Perú,,,Valle del Colca,Arequipa,,,1398.77,
V1336,Colombia,18,,Machu Picchu,Cusco,NA,14,,
V1337,México,,M,Centro Histórico,Lima,,4,,NA
V1338,Ecuador,72,M,Valle del Colca,Arequipa,2025-09-26,,145.42,Auto
V1339,Colombia,,,Lago Titicaca,Puno,NA,,,Bus
V1340,Perú,,O,Iquitos,Loreto,NA,,1355.22,Auto
V1341,Brasil,,F,Machu Picchu,Cusco,NA,10,,Avión
V1342,Perú,60,,Centro Histórico,Lima,2025-09-30,,898.29,Tren
V1343,USA,,M,Iquitos,Loreto,2025-03-13,,2916.5,Barco
V1344,Ecuador,,,Iquitos,Loreto,2025-12-17,9,,Bus
V1345,Perú,69,O,Miraflores,Lima,NA,11,,Bus
V1346,México,64,,Huacachina,Ica,,,,Tren
V1347,Perú,,O,Miraflores,Lima,2024-02-07,,,Auto
V1348,Argentina,46,F,Huacachina,Ica,2024-05-08,,,Tren
V1349,Perú,,,Huacachina,Ica,,,,Avión
V1350,Perú,,F,Lago Titicaca,Puno,,,,
V1351,Colombia,,M,Cusco Ciudad,Cusco,NA,2,,Barco
V1352,Brasil,,,Huacachina,Ica,2025-07-07,12,2255.37,Tren
V1353,USA,,F,Lago Titicaca,Puno,NA,,,Avión
V1354,México,,F,Centro Histórico,Lima,NA,,,Bus
V1355,Chile,,,Chan Chan,La Libertad,NA,3,,Avión
V1356,Colombia,,,Machu Picchu,Cusco,,,3686.37,Barco
V1357,Perú,66,F,Machu Picchu,Cusco,NA,10,2598.51,Auto
V1358,México,,O,Valle del Colca,Arequipa,NA,11,822.88,Bus
V1359,México,,M,Huacachina,Ica,,,,Tren
V1360,Perú,,M,Valle del Colca,Arequipa,2025-01-10,,4344.87,Barco
V1361,Perú,24,F,Huacachina,Ica,NA,3,163.13,Auto
V1362,Perú,,O,Centro Histórico,Lima,2025-02-21,,,Barco
V1363,Perú,,M,Centro Histórico,Lima,,8,3845.5,
V1364,Perú,37,,Lago Titicaca,Puno,,,1617.19,Bus
V1365,Perú,49,,Chan Chan,La Libertad,2024-04-01,,4819.4,
V1366,Perú,60,O,Machu Picchu,Cusco,NA,,1771.34,Avión
V1367,España,,O,Miraflores,Lima,2024-09-23,,,NA
V1368,Alemania,,,Lago Titicaca,Puno,2024-08-10,1,,Tren
V1369,Perú,18,F,Miraflores,Lima,,,,
V1370,Perú,23,,Huacachina,Ica,NA,,3360.29,
V1371,Bolivia,31,F,Huacachina,Ica,,6,,Barco
V1372,Brasil,,,Huacachina,Ica,,12,,NA
V1373,México,,M,Valle del Colca,Arequipa,2024-02-10,7,4833.32,
V1374,México,,,Chan Chan,La Libertad,NA,,3606.33,
V1375,México,,F,Valle del Colca,Arequipa,,,741.14,NA
V1376,Perú,,O,Cusco Ciudad,Cusco,,,,Barco
V1377,Bolivia,63,F,Huacachina,Ica,2025-05-28,,1899.94,Barco
V1378,Perú,,M,Iquitos,Loreto,,2,1740.8,NA
V1379,España,,O,Lago Titicaca,Puno,NA,,,Barco
V1380,Argentina,,F,Huacachina,Ica,2024-09-04,5,2309.72,Bus
V1381,Colombia,,,Huacachina,Ica,2024-05-05,1,,Auto
V1382,México,,,Iquitos,Loreto,2024-12-27,,,Bus
V1383,Perú,,F,Machu Picchu,Cusco,,,,Barco
V1384,Chile,,O,Centro Histórico,Lima,2024-03-16,4,4261.98,NA
V1385,México,65,,Chan Chan,La Libertad,NA,,,
V1386,USA,,,Chan Chan,La Libertad,,10,,Avión
V1387,Perú,,,Cusco Ciudad,Cusco,,,4371.95,Barco
V1388,Ecuador,,,Machu Picchu,Cusco,NA,14,,Tren
V1389,Perú,,M,Machu Picchu,Cusco,NA,,4816.74,Bus
V1390,México,25,,Iquitos,Loreto,,,682.44,Avión
V1391,Perú,,M,Huacachina,Ica,NA,,78.41,Tren
V1392,Francia,,M,Valle del Colca,Arequipa,,,,Bus
V1393,Perú,,,Lago Titicaca,Puno,,,3688.88,Bus
V1394,Perú,,,Valle del Colca,Arequipa,2024-05-15,9,,Bus
V1395,Brasil,71,M,Huacachina,Ica,NA,7,,Barco
V1396,Bolivia,,F,Huacachina,Ica,NA,,4758.72,NA
V1397,Alemania,42,M,Chan Chan,La Libertad,,,,Avión
V1398,USA,26,,Huacachina,Ica,,,3535.29,Barco
V1399,Perú,47,M,Huacachina,Ica,2025-08-26,1,,Bus
V1400,Brasil,52,,Iquitos,Loreto,,11,3908.98,Auto
V1401,Brasil,,F,Iquitos,Loreto,2025-12-24,,,Bus
V1402,Argentina,,,Chan Chan,La Libertad,2024-11-01,,,Auto
V1403,Colombia,,M,Huacachina,Ica,NA,9,3437.76,Avión
V1404,Perú,39,,Valle del Colca,Arequipa,,,475.15,Tren
V1405,Perú,,,Valle del Colca,Arequipa,NA,,2187.73,NA
V1406,Brasil,,,Machu Picchu,Cusco,,,4558.17,Tren
V1407,Colombia,,,Chan Chan,La Libertad,,9,,Avión
V1408,Perú,,,Miraflores,Lima,,,,Avión
V1409,México,68,,Lago Titicaca,Puno,,9,2155.88,Avión
V1410,Colombia,,,Valle del Colca,Arequipa,NA,7,690.78,Barco
V1411,USA,33,,Lago Titicaca,Puno,,4,1334.77,Barco
V1412,México,,M,Iquitos,Loreto,NA,13,3561.77,Auto
V1413,Perú,31,,Huacachina,Ica,NA,13,2366.75,Auto
V1414,Chile,40,,Cusco Ciudad,Cusco,,,1237.96,Avión
V1415,México,53,F,Miraflores,Lima,NA,1,513.37,NA
V1416,Brasil,,,Miraflores,Lima,,,338.13,Tren
V1417,Colombia,,F,Iquitos,Loreto,NA,,,Bus
V1418,Perú,,F,Centro Histórico,Lima,,,1303.27,Avión
V1419,USA,,M,Lago Titicaca,Puno,NA,6,,NA
V1420,Alemania,,M,Machu Picchu,Cusco,,,3594.84,NA
V1421,USA,,F,Chan Chan,La Libertad,,12,,Auto
V1422,Perú,,M,Valle del Colca,Arequipa,NA,13,,Bus
V1423,Ecuador,,,Lago Titicaca,Puno,2025-05-11,,1143.25,
V1424,Perú,49,M,Valle del Colca,Arequipa,NA,5,4441.46,Tren
V1425,Argentina,,M,Iquitos,Loreto,NA,8,,
V1426,Argentina,73,F,Miraflores,Lima,2024-11-24,7,,
V1427,Perú,20,M,Lago Titicaca,Puno,NA,3,2457.43,Auto
V1428,Perú,,O,Centro Histórico,Lima,,,,Avión
V1429,Perú,,,Lago Titicaca,Puno,2024-03-28,4,,Avión
V1430,Argentina,,O,Valle del Colca,Arequipa,NA,12,4982.42,Barco
V1431,Perú,,M,Huacachina,Ica,2025-09-22,,,Bus
V1432,Perú,,,Iquitos,Loreto,NA,,180.27,
V1433,Chile,75,M,Huacachina,Ica,NA,,932.46,Avión
V1434,Perú,,M,Chan Chan,La Libertad,,,,Bus
V1435,México,,M,Valle del Colca,Arequipa,,,2874.81,Tren
V1436,USA,,M,Miraflores,Lima,NA,,986.93,NA
V1437,Colombia,48,M,Cusco Ciudad,Cusco,NA,14,,Avión
V1438,Ecuador,61,,Miraflores,Lima,,,4551.97,Tren
V1439,Perú,,,Lago Titicaca,Puno,,,2317.13,Tren
V1440,Colombia,,O,Huacachina,Ica,,12,4482.38,Barco
V1441,USA,,,Machu Picchu,Cusco,2025-08-21,,3403.7,Auto
V1442,Chile,25,,Valle del Colca,Arequipa,NA,,,NA
V1443,Argentina,,O,Machu Picchu,Cusco,NA,5,4692.17,Barco
V1444,Perú,,O,Machu Picchu,Cusco,2024-03-03,12,,NA
V1445,Perú,,,Chan Chan,La Libertad,,,,Barco
V1446,Perú,,F,Centro Histórico,Lima,,,,Auto
V1447,México,23,F,Chan Chan,La Libertad,,7,2535.06,Bus
V1448,Perú,,O,Miraflores,Lima,2025-04-23,1,,Barco
V1449,Brasil,,,Chan Chan,La Libertad,,3,4444.61,Auto
V1450,Chile,,,Huacachina,Ica,NA,,2593.85,Auto
V1451,Perú,19,,Centro Histórico,Lima,2024-09-28,2,,Avión
V1452,Brasil,75,,Chan Chan,La Libertad,,8,4982.61,Auto
V1453,México,,M,Chan Chan,La Libertad,,7,3961.7,Bus
V1454,México,,,Centro Histórico,Lima,,,2718.25,Auto
V1455,Colombia,,,Machu Picchu,Cusco,,8,1942.33,NA
V1456,Chile,,O,Huacachina,Ica,2025-07-05,,,Avión
V1457,Ecuador,,,Cusco Ciudad,Cusco,NA,4,,
V1458,Perú,,,Valle del Colca,Arequipa,,,,Auto
V1459,Colombia,58,O,Miraflores,Lima,NA,,,Avión
V1460,Chile,,O,Machu Picchu,Cusco,,,,
V1461,Francia,,,Cusco Ciudad,Cusco,NA,,3958.05,
V1462,Chile,,,Iquitos,Loreto,2025-12-04,8,1451.47,Auto
V1463,Perú,38,,Miraflores,Lima,,,,Bus
V1464,Perú,,F,Lago Titicaca,Puno,,10,,Avión
V1465,Ecuador,,F,Chan Chan,La Libertad,,,372.14,Bus
V1466,Argentina,57,F,Iquitos,Loreto,NA,,3717.64,Auto
V1467,Perú,,M,Iquitos,Loreto,2024-10-28,12,3033.17,Barco
V1468,Alemania,,O,Huacachina,Ica,,8,3268.88,Avión
V1469,Perú,,F,Centro Histórico,Lima,NA,6,,
V1470,Argentina,,F,Huacachina,Ica,2025-06-10,,,
V1471,Perú,,M,Lago Titicaca,Puno,NA,14,4402.41,Avión
V1472,Colombia,,F,Chan Chan,La Libertad,NA,11,721.84,Avión
V1473,México,,O,Iquitos,Loreto,2024-09-04,,,Avión
V1474,Colombia,,F,Chan Chan,La Libertad,2025-11-16,12,3904.82,Barco
V1475,México,16,O,Cusco Ciudad,Cusco,NA,,,Bus
V1476,USA,64,M,Chan Chan,La Libertad,,10,,Tren
V1477,México,,F,Machu Picchu,Cusco,,,,Avión
V1478,Perú,,,Lago Titicaca,Puno,2025-11-26,,118.66,Tren
V1479,Perú,,M,Centro Histórico,Lima,2024-01-13,11,2098.11,Barco
V1480,Perú,,O,Cusco Ciudad,Cusco,2024-04-24,,2387.44,Barco
V1481,México,,M,Cusco Ciudad,Cusco,2024-12-12,8,,NA
V1482,Bolivia,,F,Centro Histórico,Lima,,10,,Avión
V1483,Perú,48,M,Lago Titicaca,Puno,2025-09-18,,3974.05,Avión
V1484,USA,,O,Chan Chan,La Libertad,NA,7,3686.24,Tren
V1485,Francia,61,O,Valle del Colca,Arequipa,,11,359.63,Auto
V1486,Perú,42,M,Iquitos,Loreto,,1,3509.86,Barco
V1487,Perú,,O,Cusco Ciudad,Cusco,NA,7,,NA
V1488,Perú,,O,Chan Chan,La Libertad,NA,,,Avión
V1489,Perú,,M,Valle del Colca,Arequipa,,5,3465.84,Tren
V1490,Perú,,,Iquitos,Loreto,,3,,Avión
V1491,Perú,,,Machu Picchu,Cusco,2024-02-11,7,,NA
V1492,Brasil,17,M,Valle del Colca,Arequipa,NA,,4604.98,Barco
V1493,Bolivia,,,Huacachina,Ica,NA,,,Tren
V1494,Perú,,M,Centro Histórico,Lima,2025-03-17,12,,Barco
V1495,Chile,60,,Lago Titicaca,Puno,2025-03-26,,,Tren
V1496,Perú,22,F,Chan Chan,La Libertad,,,1468.24,Tren
V1497,Perú,,F,Iquitos,Loreto,2025-07-06,,,NA
V1498,Colombia,,M,Valle del Colca,Arequipa,2024-12-29,,285.39,Barco
V1499,Ecuador,,M,Valle del Colca,Arequipa,NA,,1402.32,Auto
V1500,Perú,59,F,Valle del Colca,Arequipa,,4,,
V1501,USA,45,O,Centro Histórico,Lima,,,,Barco
V1502,Argentina,,F,Centro Histórico,Lima,NA,3,,Auto
V1503,Perú,,M,Iquitos,Loreto,2025-11-22,,3178.18,NA
V1504,Argentina,,F,Machu Picchu,Cusco,NA,7,286.87,
V1505,Brasil,,O,Chan Chan,La Libertad,,3,,Barco
V1506,Colombia,,,Chan Chan,La Libertad,2025-12-07,12,660.57,Bus
V1507,Perú,,,Valle del Colca,Arequipa,NA,9,1020.5,Auto
V1508,Perú,,,Chan Chan,La Libertad,,,,Bus
V1509,Colombia,49,F,Lago Titicaca,Puno,NA,,,Barco
V1510,Colombia,,O,Huacachina,Ica,NA,14,1367.1,Bus
V1511,USA,42,O,Cusco Ciudad,Cusco,2024-10-04,3,3463.51,Avión
V1512,Ecuador,,,Iquitos,Loreto,,7,,Avión
V1513,México,49,F,Lago Titicaca,Puno,NA,3,,Auto
V1514,Colombia,,,Lago Titicaca,Puno,2025-11-10,2,4942.91,Avión
V1515,Perú,,O,Lago Titicaca,Puno,,8,,NA
V1516,Perú,16,O,Valle del Colca,Arequipa,2024-06-23,1,,
V1517,Colombia,48,M,Miraflores,Lima,,,531.92,Tren
V1518,Perú,49,O,Iquitos,Loreto,,2,,
V1519,Colombia,,O,Valle del Colca,Arequipa,,,,Barco
V1520,Colombia,59,O,Lago Titicaca,Puno,NA,,,NA
V1521,Perú,21,F,Lago Titicaca,Puno,2024-06-17,,,Tren
V1522,USA,,,Centro Histórico,Lima,2025-02-03,13,,
V1523,Perú,65,,Chan Chan,La Libertad,,,691.99,Tren
V1524,México,16,,Iquitos,Loreto,2024-06-11,7,,NA
V1525,Argentina,,O,Chan Chan,La Libertad,NA,,3066.91,Barco
V1526,Perú,16,,Cusco Ciudad,Cusco,NA,,,Tren
V1527,USA,,O,Iquitos,Loreto,NA,,,Barco
V1528,Chile,47,,Lago Titicaca,Puno,,,4001.92,Tren
V1529,Perú,,F,Machu Picchu,Cusco,,,,NA
V1530,USA,,M,Iquitos,Loreto,,,2198.25,Bus
V1531,Argentina,,M,Lago Titicaca,Puno,2025-07-10,9,3121.08,
V1532,México,,M,Huacachina,Ica,,,72.34,Barco
V1533,Bolivia,,,Machu Picchu,Cusco,NA,14,,Tren
V1534,Argentina,,,Iquitos,Loreto,2025-10-15,8,4965.35,NA
V1535,Perú,,M,Huacachina,Ica,NA,4,2678.1,Avión
V1536,México,30,M,Huacachina,Ica,,8,,Barco
V1537,Brasil,,,Chan Chan,La Libertad,,,4452.51,Tren
V1538,México,44,,Lago Titicaca,Puno,,1,,Bus
V1539,Perú,,M,Chan Chan,La Libertad,,,,Avión
V1540,USA,,,Huacachina,Ica,,,,Bus
V1541,México,,O,Chan Chan,La Libertad,,11,1940.58,
V1542,Colombia,,,Miraflores,Lima,,5,,Tren
V1543,México,,M,Valle del Colca,Arequipa,2024-05-24,12,,Tren
V1544,Perú,,M,Cusco Ciudad,Cusco,NA,,,Avión
V1545,Colombia,19,M,Miraflores,Lima,,10,4744.07,NA
V1546,Perú,64,F,Valle del Colca,Arequipa,NA,,4740.29,Avión
V1547,Perú,18,O,Valle del Colca,Arequipa,2024-07-15,12,1411.66,Tren
V1548,Perú,34,O,Chan Chan,La Libertad,,,,Avión
V1549,Bolivia,,,Iquitos,Loreto,2024-06-11,,,Barco
V1550,Perú,,,Cusco Ciudad,Cusco,2025-05-11,9,1106.49,Bus
V1551,Chile,,,Lago Titicaca,Puno,2024-12-13,,,Auto
V1552,Colombia,,,Centro Histórico,Lima,,,3471.95,Tren
V1553,Chile,,,Huacachina,Ica,,,,Tren
V1554,Ecuador,,O,Valle del Colca,Arequipa,NA,,3240.57,
V1555,Perú,36,F,Miraflores,Lima,NA,12,3161.26,Tren
V1556,Argentina,,,Valle del Colca,Arequipa,2025-07-22,,,Bus
V1557,Perú,73,,Cusco Ciudad,Cusco,,8,,NA
V1558,Colombia,,,Cusco Ciudad,Cusco,NA,14,2456.35,Avión
V1559,Perú,,M,Chan Chan,La Libertad,2025-08-28,,,NA
V1560,México,,,Machu Picchu,Cusco,,,,Bus
V1561,Perú,,M,Valle del Colca,Arequipa,NA,12,3266.32,Avión
V1562,México,,,Centro Histórico,Lima,2025-10-29,,1793.97,
V1563,México,65,M,Valle del Colca,Arequipa,,,1872.39,Bus
V1564,Perú,,,Iquitos,Loreto,,,702.93,Auto
V1565,Ecuador,,,Iquitos,Loreto,2025-12-06,,,Auto
V1566,Brasil,,,Centro Histórico,Lima,NA,,958.23,NA
V1567,Ecuador,,F,Huacachina,Ica,2024-11-10,10,,Avión
V1568,México,28,,Valle del Colca,Arequipa,NA,,,Tren
V1569,Argentina,,M,Chan Chan,La Libertad,2024-11-04,11,1169.87,Avión
V1570,Chile,,O,Miraflores,Lima,,10,2429.57,Barco
V1571,Francia,,O,Lago Titicaca,Puno,,,,Tren
V1572,Perú,40,M,Iquitos,Loreto,2024-05-28,3,,Auto
V1573,Perú,,M,Iquitos,Loreto,2025-02-02,,1940.1,Barco
V1574,España,,M,Lago Titicaca,Puno,NA,,2135.24,
V1575,Colombia,27,,Chan Chan,La Libertad,2024-10-13,,,Tren
V1576,Perú,,F,Huacachina,Ica,2024-11-25,11,,Avión
V1577,Brasil,,M,Iquitos,Loreto,2024-03-02,,1019.6,Tren
V1578,Argentina,,,Cusco Ciudad,Cusco,2025-09-04,4,,
V1579,Argentina,52,,Huacachina,Ica,NA,,,Bus
V1580,México,,F,Valle del Colca,Arequipa,2025-01-13,8,,Barco
V1581,Perú,,F,Iquitos,Loreto,,3,,Bus
V1582,Bolivia,,,Machu Picchu,Cusco,2025-03-23,13,4229.31,Bus
V1583,Perú,55,O,Cusco Ciudad,Cusco,2024-02-04,8,,Auto
V1584,USA,,,Miraflores,Lima,2025-09-22,,,Tren
V1585,Brasil,,M,Huacachina,Ica,2025-07-15,12,,Barco
V1586,México,,,Centro Histórico,Lima,2024-07-07,,895.38,Barco
V1587,Colombia,,O,Iquitos,Loreto,,10,,Bus
V1588,Brasil,,,Machu Picchu,Cusco,2025-09-19,,,Tren
V1589,Argentina,,,Machu Picchu,Cusco,NA,5,1804.39,Barco
V1590,Perú,,M,Huacachina,Ica,,,,Bus
V1591,México,,O,Machu Picchu,Cusco,NA,,,Bus
V1592,México,,F,Huacachina,Ica,NA,11,3907.65,Avión
V1593,Perú,,,Huacachina,Ica,NA,,,Avión
V1594,Perú,59,M,Cusco Ciudad,Cusco,,12,1927.48,Bus
V1595,Brasil,34,,Valle del Colca,Arequipa,2024-07-10,14,2142.79,
V1596,Perú,,O,Valle del Colca,Arequipa,NA,5,,
V1597,Perú,,,Machu Picchu,Cusco,NA,,4318.97,Tren
V1598,Perú,,M,Machu Picchu,Cusco,2025-10-12,4,,Bus
V1599,Francia,,,Iquitos,Loreto,NA,,3394.8,NA
V1600,Perú,30,O,Centro Histórico,Lima,2024-04-06,6,,Bus
V1601,Perú,45,,Chan Chan,La Libertad,NA,,1825.99,Tren
V1602,Perú,,F,Machu Picchu,Cusco,NA,1,4861.79,Barco
V1603,Chile,54,F,Iquitos,Loreto,NA,,,
V1604,España,71,M,Centro Histórico,Lima,NA,13,,Avión
V1605,Chile,49,,Iquitos,Loreto,NA,,3624.65,
V1606,Perú,41,O,Lago Titicaca,Puno,2025-11-04,5,2291.4,
V1607,Perú,44,,Miraflores,Lima,2024-08-06,14,4026.55,NA
